id	guidislink	link	title	published	updated	summary	alertFor	pub_date	domain	direct_link	domain_name	Ingestion_date
1993291463453175677	True	https://www.google.com/url?rct=j&sa=t&url=https://www.prnewswire.com/in/news-releases/agp-successfully-completes-conversion-of-floating-storage-unit-fsu-for-the-first-lng-import-terminal-in-the-philippines-phlng-301656787.html&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw00ESb7e-Vz1m6bfvRfrbPm	AG&amp;P Successfully Completes Conversion of Floating Storage Unit (FSU) for the First LNG ...	2022-10-24 01:11:04	2022-10-24 01:11:04	PRNewswire/ -- Atlantic, Gulf &amp; Pacific International Holdings (AG&amp;P), the downstream LNG platform which focuses on infrastructure and logistics&nbsp;...	Logistics	Monday 24. October 2022	https://www.prnewswire.com/in/news-releases/agp-successfully-completes-conversion-of-floating-storage-unit-fsu-for-the-first-lng-import-terminal-in-the-philippines-phlng-301656787.html&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw00ESb7e-Vz1m6bfvRfrbPm	https://www.prnewswire.com/in/news-releases/agp-successfully-completes-conversion-of-floating-storage-unit-fsu-for-the-first-lng-import-terminal-in-the-philippines-phlng-301656787.html	prnewswire	2022-10-24 08:24:43 +0400
16917104536143946491	True	https://www.google.com/url?rct=j&sa=t&url=https://gcaptain.com/russian-oil-logistics-in-chaos-with-weeks-until-sanctions-bite/&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw349v_K_GeI9g9UhpfuX6sa	Russian Oil <b>Logistics</b> In Chaos With Weeks Until Sanctions Bite - gCaptain	2022-10-24 00:36:40	2022-10-24 00:36:40	By Serene Cheong Oct 22, 2022 (Bloomberg) –Traders, tanker companies and the world's most powerful governments are becoming increasingly fixated&nbsp;...	Logistics	Monday 24. October 2022	https://gcaptain.com/russian-oil-logistics-in-chaos-with-weeks-until-sanctions-bite/&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw349v_K_GeI9g9UhpfuX6sa	https://gcaptain.com/russian-oil-logistics-in-chaos-with-weeks-until-sanctions-bite/	gcaptain	2022-10-24 08:24:43 +0400
16521128165404422832	True	https://www.google.com/url?rct=j&sa=t&url=https://www.ttnews.com/articles/covenant-reports-robust-earnings-revenue-results-q3&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw1RpAj3nfJ7BPww5C2SPaq_	Covenant Reports Robust Earnings, Revenue Results for Q3 - Transport Topics	2022-10-24 00:07:35	2022-10-24 00:07:35	Covenant Logistics Group Inc. experienced year-over-year revenue and earnings growth during the third quarter, the company reported Oct. 20.	Logistics	Monday 24. October 2022	https://www.ttnews.com/articles/covenant-reports-robust-earnings-revenue-results-q3&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw1RpAj3nfJ7BPww5C2SPaq_	https://www.ttnews.com/articles/covenant-reports-robust-earnings-revenue-results-q3	ttnews	2022-10-24 08:24:43 +0400
3118354092153383460	True	https://www.google.com/url?rct=j&sa=t&url=https://www.thehindu.com/news/international/saudi-arabia-launches-bid-to-attract-10-billion-in-supply-chain-investment/article66050322.ece&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw2q7PBLA0gY7OKOd_qiI6Uf	Saudi Arabia launches bid to attract $10 billion in supply chain investment - The Hindu	2022-10-24 00:01:52	2022-10-24 00:01:52	The Gulf state last year announced is in a bid to become a transport and logistics hub.	Logistics	Monday 24. October 2022	https://www.thehindu.com/news/international/saudi-arabia-launches-bid-to-attract-10-billion-in-supply-chain-investment/article66050322.ece&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw2q7PBLA0gY7OKOd_qiI6Uf	https://www.thehindu.com/news/international/saudi-arabia-launches-bid-to-attract-10-billion-in-supply-chain-investment/article66050322.ece	thehindu	2022-10-24 08:24:43 +0400
2243702191452798803	True	https://www.google.com/url?rct=j&sa=t&url=https://www.latestly.com/socially/world/watch-south-africas-state-owned-logistics-firm-transnet-agreed-to-a-wage-increase-over-latest-tweet-by-reuters-4370263.html&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw2X2K2tgyhxEJZzqRNnZsAK	WATCH: South Africa's State-owned <b>Logistics</b> Firm Transnet Agreed to a Wage Increase over	2022-10-23 23:47:18	2022-10-23 23:47:18	The latest Tweet by Reuters states, 'WATCH: South Africa's state-owned logistics firm Transnet agreed to a wage increase over the next three years&nbsp;...	Logistics	Sunday 23. October 2022	https://www.latestly.com/socially/world/watch-south-africas-state-owned-logistics-firm-transnet-agreed-to-a-wage-increase-over-latest-tweet-by-reuters-4370263.html&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw2X2K2tgyhxEJZzqRNnZsAK	https://www.latestly.com/socially/world/watch-south-africas-state-owned-logistics-firm-transnet-agreed-to-a-wage-increase-over-latest-tweet-by-reuters-4370263.html	latestly	2022-10-24 08:24:43 +0400
735866412967235503	True	https://www.google.com/url?rct=j&sa=t&url=https://www.toulousefc.com/fxrza/arrive-chicago.html&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw17TJI2HQArF8guG5vCblAo	Arrive chicago. Sunday at Union Station, Lightfoot said at a hastily - Toulouse FC	2022-10-23 23:31:30	2022-10-23 23:31:30	After the first group of migrants arrived in Chicago Arrive Logistics, a multimodal transportation and technology company, has been named the&nbsp;...	Logistics	Sunday 23. October 2022	https://www.toulousefc.com/fxrza/arrive-chicago.html&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw17TJI2HQArF8guG5vCblAo	https://www.toulousefc.com/fxrza/arrive-chicago.html	toulousefc	2022-10-24 08:24:43 +0400
15276115623045250556	True	https://www.google.com/url?rct=j&sa=t&url=https://reliefweb.int/map/south-sudan/south-sudan-concept-operations-map-october-2022&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw38gI_5Pq7xmSOsl-jK_jVp	South Sudan: Concept of Operations Map, October 2022 - ReliefWeb	2022-10-23 23:16:29	2022-10-23 23:16:29	Map in English on South Sudan about Logistics and Telecommunications; published on 21 Oct 2022 by Logistics Cluster and WFP.	Logistics	Sunday 23. October 2022	https://reliefweb.int/map/south-sudan/south-sudan-concept-operations-map-october-2022&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw38gI_5Pq7xmSOsl-jK_jVp	https://reliefweb.int/map/south-sudan/south-sudan-concept-operations-map-october-2022	reliefweb	2022-10-24 08:24:43 +0400
13662436842165962204	True	https://www.google.com/url?rct=j&sa=t&url=http://leavethehall.co.uk/drone-transportation-and-logistics-market-8741/&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw2FYfIjUXzbYOFBAwOfBzmH	Outlook on the Drone Transportation and <b>Logistics</b> Market to 2028 by Application, End-user ...	2022-10-23 22:58:38	2022-10-23 22:58:38	This detailed and well synchronized research report about the Drone Transportation and Logistics market is the most significant, up-to-date,&nbsp;...	Logistics	Sunday 23. October 2022	http://leavethehall.co.uk/drone-transportation-and-logistics-market-8741/&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw2FYfIjUXzbYOFBAwOfBzmH	http://leavethehall.co.uk/drone-transportation-and-logistics-market-8741/	leavethehall	2022-10-24 08:24:43 +0400
9014831880660014984	True	https://www.google.com/url?rct=j&sa=t&url=http://leavethehall.co.uk/logistics-software-professional-market-8554/&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw0TXCkAOVxx9sctu-khcTof	<b>Logistics</b> Software Professional market: Industry analysis 2022 and forecasts to 2029	2022-10-23 22:14:48	2022-10-23 22:14:48	The Logistics Software Professional market study document reveals key aspects such as growth drivers, opportunities, and challenges that are&nbsp;...	Logistics	Sunday 23. October 2022	http://leavethehall.co.uk/logistics-software-professional-market-8554/&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw0TXCkAOVxx9sctu-khcTof	http://leavethehall.co.uk/logistics-software-professional-market-8554/	leavethehall	2022-10-24 08:24:43 +0400
4146005722806875847	True	https://www.google.com/url?rct=j&sa=t&url=https://www.dailyitem.com/opinion/logistics-a-growing-business-model-in-valley/article_f105ef44-50bd-11ed-b668-23a74f2ee313.html&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw0qJ00vtKl5zSKfF0NGlhUO	<b>Logistics</b> a growing business model in Valley | Opinion | dailyitem.com	2022-10-23 21:41:58	2022-10-23 21:41:58	Places like Patton Logistics, Moran Industries and others are building like crazy, both in the immediate area and in corridors along those&nbsp;...	Logistics	Sunday 23. October 2022	https://www.dailyitem.com/opinion/logistics-a-growing-business-model-in-valley/article_f105ef44-50bd-11ed-b668-23a74f2ee313.html&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw0qJ00vtKl5zSKfF0NGlhUO	https://www.dailyitem.com/opinion/logistics-a-growing-business-model-in-valley/article_f105ef44-50bd-11ed-b668-23a74f2ee313.html	dailyitem	2022-10-24 08:24:43 +0400
14227773171201616545	True	https://www.google.com/url?rct=j&sa=t&url=https://www.economist.com/by-invitation/2022/10/23/mick-ryan-on-why-ukraine-can-expect-to-make-further-gains-against-russia&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw3tdMZOJT0JUZ6ty8B9ODBp	Mick Ryan on why Ukraine can expect to make further gains against Russia | The Economist	2022-10-23 21:02:51	2022-10-23 21:02:51	The Ukrainians, through indirect attacks, information operations, destruction of Russian logistics and commanders, and tough close combat,&nbsp;...	Logistics	Sunday 23. October 2022	https://www.economist.com/by-invitation/2022/10/23/mick-ryan-on-why-ukraine-can-expect-to-make-further-gains-against-russia&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw3tdMZOJT0JUZ6ty8B9ODBp	https://www.economist.com/by-invitation/2022/10/23/mick-ryan-on-why-ukraine-can-expect-to-make-further-gains-against-russia	economist	2022-10-24 08:24:43 +0400
2721227593157654153	True	https://www.google.com/url?rct=j&sa=t&url=https://www.yahoo.com/now/rising-consumer-demand-perishable-foods-080000839.html&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw3hpVNqo3UK47zuYQN-uoBs	Rising Consumer Demand For Perishable Foods Across The Globe Is Driving The Global ...	2022-10-23 20:13:05	2022-10-23 20:13:05	Refrigerated Warehousing market's key players are AmeriCold Logistics (US), Lineage Logistics (US), Preferred Freezer Services (US),&nbsp;...	Logistics	Sunday 23. October 2022	https://www.yahoo.com/now/rising-consumer-demand-perishable-foods-080000839.html&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw3hpVNqo3UK47zuYQN-uoBs	https://www.yahoo.com/now/rising-consumer-demand-perishable-foods-080000839.html	yahoo	2022-10-24 08:24:43 +0400
13744128209925401555	True	https://www.google.com/url?rct=j&sa=t&url=https://www.directorstalkinterviews.com/xpo-logistics---consensus-indicates-potential-65.9-upside/4121087730&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw2uk3bF2kgeqwQenoSr8B5_	XPO <b>Logistics</b> - Consensus Indicates Potential 65.9% Upside - DirectorsTalk Interviews	2022-10-23 17:45:29	2022-10-23 17:45:29	XPO Logistics with ticker code (XPO) now have 23 analysts in total covering the stock. The consensus rating is 'Buy'. The range between the high&nbsp;...	Logistics	Sunday 23. October 2022	https://www.directorstalkinterviews.com/xpo-logistics---consensus-indicates-potential-65.9-upside/4121087730&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw2uk3bF2kgeqwQenoSr8B5_	https://www.directorstalkinterviews.com/xpo-logistics---consensus-indicates-potential-65.9-upside/4121087730	directorstalkinterviews	2022-10-24 08:24:43 +0400
11126975403376393669	True	https://www.google.com/url?rct=j&sa=t&url=https://www.digitaljournal.com/pr/logistics-of-feed-market-report-2022-by-trend-size-share-market-segmentation-growth-potential-and-forecasts-through-2029&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw2nQp5uxi4fxmYhC6uQ6Xxo	<b>Logistics</b> of Feed Market Report 2022 by Trend, Size, Share, Market Segmentation, Growth ...	2022-10-23 17:42:38	2022-10-23 17:42:38	Global Logistics of Feed Market: A report gives detailed analysis of the Logistics of Feed industry during 2022-2029, including highlights of the&nbsp;...	Logistics	Sunday 23. October 2022	https://www.digitaljournal.com/pr/logistics-of-feed-market-report-2022-by-trend-size-share-market-segmentation-growth-potential-and-forecasts-through-2029&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw2nQp5uxi4fxmYhC6uQ6Xxo	https://www.digitaljournal.com/pr/logistics-of-feed-market-report-2022-by-trend-size-share-market-segmentation-growth-potential-and-forecasts-through-2029	digitaljournal	2022-10-24 08:24:43 +0400
1782477305604232515	True	https://www.google.com/url?rct=j&sa=t&url=https://www.bworldonline.com/agribusiness/2022/10/24/482330/davao-de-oro-targets-poultry-coconut-logistics-investments/&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw0GWXzUAStVy3URMnyLui_m	Davao de Oro targets poultry, coconut, <b>logistics</b> investments - BusinessWorld Online	2022-10-23 17:39:31	2022-10-23 17:39:31	“Aside from the coconut, we will be highlighting the transport and logistics sector because when we talk of the value chain, transport and&nbsp;...	Logistics	Sunday 23. October 2022	https://www.bworldonline.com/agribusiness/2022/10/24/482330/davao-de-oro-targets-poultry-coconut-logistics-investments/&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw0GWXzUAStVy3URMnyLui_m	https://www.bworldonline.com/agribusiness/2022/10/24/482330/davao-de-oro-targets-poultry-coconut-logistics-investments/	bworldonline	2022-10-24 08:24:43 +0400
16842050290086288136	True	https://www.google.com/url?rct=j&sa=t&url=https://www.thenorthlines.com/national-logistics-policy-a-timely-initiative/&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw0i90uxZjBCbvq0neyZR7pi	National <b>Logistics</b> Policy: A Timely Initiative - Northlines	2022-10-23 17:37:26	2022-10-23 17:37:26	visibility, and exemplary reverse logistics experiences. Against this backdrop of evolving global supply chains and realignment of export markets, the&nbsp;...	Logistics	Sunday 23. October 2022	https://www.thenorthlines.com/national-logistics-policy-a-timely-initiative/&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw0i90uxZjBCbvq0neyZR7pi	https://www.thenorthlines.com/national-logistics-policy-a-timely-initiative/	thenorthlines	2022-10-24 08:24:43 +0400
17265141991519504964	True	https://www.google.com/url?rct=j&sa=t&url=https://www.openpr.com/news/2776284/us-pharmaceutical-logistics-market-size-share-growth&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw0q4agWDa6QR6LOAbAexxFE	US Pharmaceutical <b>Logistics</b> Market Size, Share, Growth, Industry Analysis and Forecast 2022-2027	2022-10-23 16:44:42	2022-10-23 16:44:42	Pharmaceutical logistics represents the services that are outsourced by medical institutions to preserve the efficacy and maintain the shelf life of&nbsp;...	Logistics	Sunday 23. October 2022	https://www.openpr.com/news/2776284/us-pharmaceutical-logistics-market-size-share-growth&ct=ga&cd=CAIyGjAyZGMwZGVhNjQ5ZTY3OWY6Y29tOmVuOlVT&usg=AOvVaw0q4agWDa6QR6LOAbAexxFE	https://www.openpr.com/news/2776284/us-pharmaceutical-logistics-market-size-share-growth	openpr	2022-10-24 08:24:43 +0400
